x,y,vx,vy,ang,angVel,t
0.722,6.592,0.0,0.0,4.146,0.0,0.0
2.146997952827709,5.0592215971026615,3.780095467135112,-2.0947089659498883,3.9143604400110297,-0.5032147988498914,0.8772283128139392
3.778090723308615,5.402390458406807,2.279938501473232,-1.506498869554735,3.806516415345326,-0.1181152725575334,1.404264347083095
3.4305914960395234,5.983884128726752,-1.9018646069751577,-0.5156850436007155,3.7797762460820574,0.0109921459226445,2.710353535033464
3.814995669941983,5.59025195128894,-0.4034311179551225,-1.917447282879555,3.781480322627424,0.0051279848540664,3.4212678363535534
2.814112718677794,6.5390265580968885,-1.9496403427032467,-0.4947009494182855,3.782600159825126,0.0133779511580239,4.484398069188144
2.904040526930511,5.881937618783811,-1.4473407015904705,-0.7530249317406125,3.7831251476452152,0.011794698330096,5.054503277873786
3.124477719502225,4.776087763774056,-1.3217460723170966,0.1448792537023318,3.787336607982991,0.0213619725168377,5.963402273092411
2.931915033834146,5.36376409873731,-0.5433179031663445,-0.8256632226258184,3.7932331831067527,0.0230665612250864,6.678821299857303
3.514858506157428,5.171445736724355,0.7354464120133565,4.023361170030081,3.847964829912352,0.1169947117040119,7.5146047420710085
3.667073514188082,5.652175548006133,3.984847570387538,-1.8194949959662012,3.7821656217368456,-0.5085357785714075,9.016234008236305
8.267,2.411,0.0,0.0,2.4639033285632506,0.0,10.539511451574047
