x,y,vx,vy,ang,angVel,t
8.267,2.411,0.0,0.0,3.141592653589793,0.0,0.0
6.86006507705483,4.191055723037865,-3.5539504297133693,1.8094687094076023,3.2345911103330147,0.18804069058478173,0.9280757225036955
5.442137244441851,3.7757788246681656,-1.3095736499524098,0.6930017135661706,3.258379178544833,-0.044705570435575666,1.5134485099365558
6.893831792292442,4.221411244559095,0.5067117205659512,1.2800821566232115,3.2467699282227587,0.038549374710933226,2.65496877969261
5.943422193453451,3.6424635387589257,-3.1010894016336,-0.009344022341882264,3.2555576891708893,0.07401272337242953,3.5361927970414384
4.793385947877905,4.0513654182152266,-0.9053151685248504,1.2470424625920937,3.257138697522592,0.05813907311641065,4.022539371067611
5.713747758763226,3.589608004862333,2.2065514928632073,0.6407533347267051,3.2658919884057624,-0.018750602714059605,4.994738178222765
6.043520304296064,4.760988439627602,1.6446986456752193,-0.5460681703896636,3.2586936712029253,-0.020513729183771423,5.779880547252603
5.9883538414421675,3.609202532722264,1.2703517362706849,0.5883111771828661,3.25487452600415,-0.01277027253484303,6.751431342213419
5.469386538288471,4.799275020444692,-2.7693568432406677,-0.48418763477240595,3.271540474277518,0.12302310355310889,7.611726650943864
5.1651277985487996,3.9316948234710285,-2.9680632660954918,3.1214239010896114,3.3035900383508685,0.2153963379311542,8.742797433920526
4.106,6.787,0.0,0.0,3.443562012656244,0.0,9.82607264780943
