x,y,vx,vy,ang,angVel,t
2.543598277042018,4.263790625855584,0.0,0.0,2.6866600333909885,0.0,0.0
2.5621995326265017,5.509544331414079,2.044882734402754,0.5381452661672802,2.7124138579822143,0.16254037465683077,0.8596732284796861
2.7432053939824756,4.885530848043485,2.18269245929169,0.23845763942425743,2.721131881725719,0.17065847215385524,1.4755698295472315
2.7432058089286526,4.885530927934852,2.182687035013365,0.23845898191576198,2.7211318754339984,0.1706583163510371,3.067139586870799
2.743203746132525,4.88553054595205,2.1827054397990655,0.2384518860791573,2.721131906379275,0.17065896609513342,4.6595968104553345
2.7432126839510955,4.88553206765125,2.18265709438168,0.23848737169018733,2.7211316949952735,0.17065640163754642,6.2535877230852375
2.743175122464351,4.885525781768041,2.1826117950807924,0.23833964137855412,2.72113213340281,0.17065766028713367,7.847823065813381
2.7432790644022425,4.885536661672916,2.1836420912351024,0.23899557604139762,2.7211262678247814,0.17066799497734686,9.444947133519198
2.7428979333881776,4.885478130474725,2.1700828038075954,0.2375822317273984,2.7211033396103828,0.17002113182115566,11.036260474935112
2.7411105219710787,4.884770066796119,2.224677495750521,0.24619802141747227,2.720848296499816,0.1718037286308617,12.587777422330392
2.7435599763109813,4.884403536250769,1.5208759117964026,0.3026097323845721,2.7167083173127446,0.118978907798779,13.916256683052445
8.267,5.77,0.0,0.0,3.296776667967912,0.0,15.69128929542863
